name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,success
Attivio,http://www.attivio.com,Enterprise Software,71100000,operating,USA,MA,Boston,Boston,4,1
Attivo Networks,http://attivonetworks.com,Network Security,8000000,operating,USA,CA,SF Bay Area,Fremont,1,1
AttorneyFee,http://www.Attorneyfee.com,Big Data|Legal|Local,250000,operating,USA,CA,SF Bay Area,Mountain View,1,0
Attracta,http://www.attracta.com,Content Delivery|Internet|SEO|Web Hosting,1900000,operating,USA,CA,Napa Valley,Napa,1,0
Attraction World,http://www.attractionworld.com,Travel,10877666,operating,GBR,A7,Birmingham,Birmingham,1,1
Attributor,http://www.attributor.com,SEO|Software,27200000,acquired,USA,CA,SF Bay Area,San Mateo,4,1
Attune,http://www.attune.co,Enterprise Software|PaaS|Personalization,2000000,operating,USA,CA,SF Bay Area,Mountain View,1,0
Attune Foods,http://www.attunefoods.com,Health and Wellness,5000000,operating,USA,CA,SF Bay Area,San Francisco,1,1
Attune RTD,http://attunertd.com,Manufacturing,1243750,operating,USA,CA,Palm Springs,Palm Springs,1,0
Attune Systems,http://www.storagenewsletter.com/news/business/attune-systems-disappears,Hardware + Software,18000000,closed,USA,CA,SF Bay Area,Santa Clara,2,1
Attunity,http://www.attunity.com,Software,10500000,ipo,USA,MA,Boston,Burlington,4,1
atVenu,http://atvenu.com,Software,1100000,operating,USA,CA,SF Bay Area,Sausalito,1,0
aTyr Pharma,http://www.atyrpharma.com,Biotechnology,180500000,ipo,USA,CA,San Diego,San Diego,6,1
Aunalytics,http://www.aunalytics.com/index.html,Analytics,820000,operating,USA,IN,South Bend,South Bend,1,0
outdoors.io,https://www.outdoors.io/,Marketplaces|Outdoors|Travel,25000,operating,USA,CO,Denver,Denver,1,0
Auction.com,http://www.auction.com,Real Estate,141750000,operating,USA,CA,Anaheim,Irvine,3,1
AuctionDrop,http://www.auctiondrop.com,Curated Web,2500000,acquired,USA,CA,SF Bay Area,Menlo Park,1,0
AuctionPay,http://www.auctionpay.com,Auctions|Nonprofits,5500000,acquired,USA,OR,"Portland, Oregon",Portland,1,1
Auctomatic,http://auctomatic.com,Auctions|Curated Web|E-Commerce,400000,acquired,USA,CA,SF Bay Area,San Francisco,2,0
Audaster,http://audaster.com,Audio|Mobile|Project Management|Social Media|Startups|Twitter Applications,43000,operating,USA,CA,SF Bay Area,San Francisco,1,0
Audax Health Solutions,http://www.audaxhealth.com,Health and Wellness|Health Care|Technology,55894778,operating,USA,DC,"Washington, D.C.",Washington,3,1
Audax Medical,http://audaxmed.com,Hardware + Software,687500,operating,USA,MA,Boston,Concord,2,0
Audentes Therapeutics,http://audentestx.com,Biotechnology,137500000,operating,USA,CA,SF Bay Area,San Francisco,3,1
Audibase,http://audibase.com,Audio|Blogging Platforms|Browser Extensions|Mobile|Web CMS|Web Design,12160,operating,GBR,X4,Caerphilly,Caerphilly,2,0
Audible Magic,http://audiblemagic.com,Software,1280000,operating,USA,CA,SF Bay Area,Los Gatos,1,0
Audicus,http://www.audicus.com,E-Commerce|Health and Wellness,1574000,operating,USA,NY,New York City,New York,1,0
AudiencePoint,http://audiencepoint.com,Analytics|Big Data|Enterprise Software|SaaS,2783000,operating,USA,TN,Chattanooga,Chattanooga,4,0
Audienced,http://www.getaudienced.com,Crowdfunding|Distribution|Events|Film|Fitness|Health and Wellness|Internet|Marketplaces|Music|Nonprofits|Sales and Marketing|Social Fundraising|Social Network Media|Sports|Ventures for Good,20000,operating,USA,CA,San Diego,San Diego,1,0
AudienceScience,http://www.AudienceScience.com,Ad Targeting|Advertising|Advertising Platforms|Databases|Digital Media|Marketplaces,56546875,operating,USA,WA,Seattle,Bellevue,4,1
Audigence,http://audigenceinc.com,Biotechnology,9500000,operating,USA,FL,Florida's Space Coast,Melbourne Beach,1,1
Audingo,http://audingo.com,Software,100000,operating,USA,TX,Austin,Austin,1,0
Audio Analytic,http://www.audioanalytic.com,Home Automation,1511444,operating,GBR,C3,London,Cambridge,1,0
Audio Network,http://audionetwork.com,Audio|Games|Music,470945,operating,GBR,H9,London,London,4,0
AudioAudit,http://www.audioaudit.com,Business Services,15000000,acquired,USA,NJ,Newark,Paramus,1,1
AudioBoo,http://audioboo.fm,Mobile,5568600,acquired,GBR,H9,London,London,1,1
AudioCaseFiles,http://www.audiocasefiles.com,Legal,250000,acquired,USA,MA,Boston,Cambridge,1,0
AudioCatch,http://www.audiocatch.com,Internet|Marketplaces|Software,40000,operating,USA,CA,Los Angeles,Los Angeles,1,0
Audiodraft,http://audiodraft.com,Music,400000,operating,USA,CA,SF Bay Area,San Francisco,1,0
AudioEye,http://audioeye.com,Software,8771500,ipo,USA,AZ,Tucson,Tucson,5,1
Audiolife,http://www.audiolife.com,Distribution|E-Commerce|Manufacturing|Mobile,4500000,acquired,USA,CA,Los Angeles,Van Nuys,2,1
AudioMicro,http://www.audiomicroinc.com,Artists Globally|Audio|Games|Music,1250000,acquired,USA,CA,Los Angeles,Sherman Oaks,2,0
Audioms,https://www.audioms.com/,Licensing,100000,operating,USA,NY,New York City,Brooklyn,1,0
AudioName,http://audioname.com,Social Media|Startups,85000,closed,USA,OR,"Portland, Oregon",Portland,2,0
Audioscribe,http://www.audioscribe.com/,Real Time|Software|Speech Recognition,1499800,operating,USA,LA,"Lafayette, Louisiana",Breaux Bridge,2,0
Audiosocket,http://audiosocket.com,Media|Music|Technology,3482300,operating,USA,WA,Seattle,Seattle,4,1
AudioTag,http://www.audiotag.com,Advertising,330000,operating,USA,CA,SF Bay Area,San Francisco,1,0
Audiotoniq,http://audiotoniq.com,Hardware + Software,1450000,operating,USA,TX,Austin,Austin,1,0
Auditude,http://www.auditude.com,Advertising|Monetization|Video,30426151,acquired,USA,CA,SF Bay Area,Palo Alto,4,1
Audium Semiconductor,http://audiumsemi.co.uk,Audio|Semiconductors,8500000,closed,GBR,Q5,GBR - Other,Clifton,1,1
AuditionBooth,http://topsecretauditionbooth.com,Film|Internet|Music,80000,closed,USA,NJ,Newark,Allendale,1,0
Audvisor,http://www.audvisor.com/,Apps|Software,1400000,operating,USA,CA,SF Bay Area,Cupertino,1,0
Augmate,http://www.augmate.com,Augmented Reality|Enterprise Software|Software|Wearables,2800000,operating,USA,NY,New York City,New York,3,0
Augmedix,http://www.augmedix.com,Health and Wellness|Health Care|Hospitals|Medical,23000000,operating,USA,CA,SF Bay Area,San Francisco,2,1
Augmenix,http://www.augmenix.com,Health Care,20900000,operating,USA,MA,Boston,Waltham,4,1
Augment,http://augmentedev.com,Augmented Reality|E-Commerce|Mobile,1800000,operating,FRA,A8,Paris,Paris,2,0
Augmented Pixels,http://augmentedpixels.com,Advertising|Android|Augmented Reality|Computer Vision|Drones|Indoor Positioning|iPhone|Robotics,1500000,operating,USA,CA,SF Bay Area,Palo Alto,3,0
Augmentix,http://www.augmentix.com,Hardware + Software,8590000,operating,USA,TX,Austin,Austin,1,1
Augmentra,http://www.viewranger.com,Consumers|Content|Gps|Leisure|Location Based Services|Mobile|Navigation|Outdoors|Recycling,1534897,operating,GBR,C3,London,Cambridge,4,0
AugmentWare,http://www.augmentware.com,Automotive|Business Development|Data Visualization|Mobile|RFID|Software|Systems|Tracking,90000,closed,USA,MS,MS - Other,Georgetown,2,0
Augmi Labs,http://www.augmilabs.com,Aerospace|Biotechnology,40000,operating,USA,MA,Boston,Boston,1,0
Augur,http://augur.io,Advertising|Cyber Security|Developer APIs|Mobile,118000,operating,USA,CO,Denver,Boulder,1,0
Augure,http://www.augure.com,Software,35224880.37,operating,FRA,A8,Paris,Paris,4,1
August,http://www.august.com,Home Automation|Internet of Things|Security|Technology,48000000,operating,USA,CA,SF Bay Area,San Francisco,3,1
Augustine Temperature Management,http://hotdog-usa.com,Biotechnology,6421353,operating,USA,MN,Minneapolis,Eden Prairie,4,1
AUM Cardiovascular,http://aumcardio.com,Biotechnology,5456000,operating,USA,MN,MN - Other,Beaver Creek,2,1
Aunt Bertha,http://auntbertha.com,Charities|Employment|Services|Software,1000000,operating,USA,TX,Austin,Austin,1,0
Aupix,http://www.aupix.com,Messaging,270000,operating,GBR,B7,Bristol,Bristol,1,0
Aura Biosciences,http://www.aurabiosciences.com,Biotechnology,33961728,operating,USA,MA,Boston,Cambridge,6,1
Aura Systems,http://aurasystems.com,Hardware + Software,4600000,ipo,USA,CA,Los Angeles,El Segundo,2,1
Auramist,http://www.auramist.com,Curated Web,10349192,operating,USA,TN,Nashville,Nashville,5,1
AuraSense Therapeutics,http://www.aurasensetherapeutics.com,Biotechnology,40753400,operating,USA,IL,Chicago,Evanston,6,1
Aureon Laboratories,http://www.aureon.com,Biotechnology,73331503,closed,USA,NY,New York City,New York,8,1
Aurfy,http://www.aurfy.com,E-Commerce|Finance|Payments,1250000,operating,USA,CA,SF Bay Area,Palo Alto,1,0
Aurigo Software,http://www.aurigo.com,Software,10320281,operating,USA,TX,Austin,Austin,2,1
Aurinia Pharmaceuticals,http://www.auriniapharma.com/dnn/default.aspx,Biotechnology,52000000,closed,CAN,AB,Edmonton,Edmonton,1,1
Auris,http://www.theauris.com,Audio|Consumer Electronics,292486,operating,USA,NV,Las Vegas,Las Vegas,2,0
Auris Surgical Robotics,http://aurisrobotics.com/,Biotechnology,184052388,operating,USA,CA,SF Bay Area,Redwood City,3,1
Aurochs Brewing,http://www.aurochsbrewing.com,Brewing|Craft Beer|Wine And Spirits,25000,operating,USA,PA,PA - Other,Ellsworth,3,0
Aurora Biofuels,http://www.aurorainc.com,Clean Technology,101718192,operating,USA,CA,SF Bay Area,Hayward,7,1
Aurora Feint,http://aurorafeint.com,Games,7660000,closed,USA,CA,SF Bay Area,Burlingame,2,1
Aurora Flight Sciences,http://www.aurora.aero,Hardware + Software,15000000,operating,USA,VA,"Washington, D.C.",Manassas,1,1
Aurora Pharmaceutical,http://aurorapharmaceutical.com,Biotechnology,7457000,operating,USA,MN,Minneapolis,Northfield,2,1
Aurora Spectral Technologies,http://auroraspectral.com,Biotechnology,1132500,operating,USA,WI,WI - Other,Sherwood,2,0
Aurora Spine,http://auroraspine.us,Fitness|Healthcare Services|Medical Devices,2104194,operating,USA,CA,San Diego,Carlsbad,2,0
"Aurrion, Inc.",http://www.aurrion.com,Semiconductors|Technology,11499995,operating,USA,CA,Santa Barbara,Santa Barbara,1,1
AURSOS,http://www.aursos.com,Biotechnology,560000,operating,USA,MI,Kalamazoo,Kalamazoo,1,0
Aushon BioSystems,http://www.aushon.com,Biotechnology,29693645,operating,USA,MA,Boston,Billerica,6,1
Auspex Pharmaceuticals,http://www.auspexpharma.com,Biotechnology|Health Care,98817742,acquired,USA,CA,San Diego,La Jolla,10,1
Ausra,http://ausra.com,Clean Technology|Solar,123300000,acquired,USA,CA,SF Bay Area,Mountain View,4,1
Auster Capital Partners,http://www.austercapitalpartners.com,Finance|Venture Capital,500000,operating,USA,NJ,Newark,Jersey City,1,0
Austin Logistics Incorporated,http://www.alisolutions.com,Analytics,8000000,operating,USA,TX,Austin,Austin,2,1
Austin-Tetra,http://www.austintetra.com,Consulting,3500000,acquired,USA,TX,Dallas,Irving,1,1
AutekBio,http://www.autekbio.com,Biotechnology|Medical,2100000,operating,USA,CA,SF Bay Area,Santa Clara,2,0
Auterra,http://auterrainc.com,Clean Technology,2056426,operating,USA,NY,"Albany, New York",Schenectady,3,0
Auth0,https://auth0.com,Identity|Identity Management|Online Identity|Security|Software,11674955,operating,USA,WA,Seattle,Bellevue,2,1
AuthenTec,http://authentec.com,Information Security|Semiconductors,22900000,acquired,USA,FL,Florida's Space Coast,Melbourne Beach,2,1
Authentic Response,http://www.authenticresponse.com,Software,3073977,operating,USA,NY,New York City,New York,2,0
Authentica,http://www.authentica.com,Data Security|Services|Software,27300000,acquired,USA,MA,Boston,Lexington,3,1
Authenticlick,http://www.authenticlick.net,Analytics|Optimization,5000000,closed,USA,CA,Los Angeles,Los Angeles,1,1
Authentidate Holding,http://www.authentidatehc.com,Software,22465006,ipo,USA,NJ,Newark,Berkeley Heights,7,1
Authentium,http://www.authentium.com,SaaS|Security,21000000,closed,USA,FL,Palm Beaches,Palm Beach Gardens,2,1
Authentix,http://www.authentix.com,Security,18722511,operating,USA,TX,Dallas,Addison,4,1
Authernative,http://www.authernative.com,Enterprise Software,2500000,operating,USA,CA,SF Bay Area,Redwood City,1,0
AuthorBee,http://authorbee.com,Advertising|Collaboration|Crowdsourcing|Social Media,750000,operating,USA,NY,New York City,New York,1,0
Authorea,http://authorea.com,Collaboration|Life Sciences|Publishing|Software,643000,operating,USA,NY,New York City,New York,2,0
authorGEN,http://www.authorgen.com,EdTech|Education|Presentations|Software,8700000,operating,USA,AK,AK - Other,Fairbanks,2,1
Peopleclick Authoria,http://www.authoria.com,Software,33000000,acquired,USA,MA,Boston,Waltham,2,1
AuthorityLabs,http://authoritylabs.com,Internet Marketing|Search|SEO,15000,operating,USA,AZ,Phoenix,Chandler,1,0
Authorly,http://www.authorly.com,EdTech|Education|Publishing|Writers,640000,operating,USA,CA,Los Angeles,West Hollywood,3,0
Authy,http://www.authy.com,Information Security|Mobile Security|Security,3067000,acquired,USA,CA,SF Bay Area,San Francisco,3,0
Autifony Therapeutics,http://www.autifony.com,Biotechnology,29769365,operating,GBR,H9,London,London,4,1
Autism Home Support Services,http://autismhomesupport.com/,Service Providers,3550000,operating,USA,IL,Chicago,Northbrook,1,1
Auto Load Logic,http://www.autoloadlogic.com/,Networking|Software|Web Hosting,250000,operating,USA,TX,TX - Other,Abilene,1,0
"AutoLotto, Inc.",http://www.autolotto.com,Ticketing,2400000,operating,USA,CA,SF Bay Area,San Francisco,1,0
AutoAmerica,http://autoamerica.com,Automotive|Customer Service,8000000,operating,USA,TX,Dallas,Grand Prairie,1,1
AutoBike,http://www.evolvethebike.com,Automotive|Hardware,573000,operating,USA,MI,Detroit,Troy,6,0
Autobook Now,http://www.autobooknow.com,Automotive,3000000,operating,USA,IN,Indianapolis,Indianapolis,1,0
Autocosta,http://www.autocosta.com,Automotive|Curated Web,1100000,operating,USA,CA,Los Angeles,Los Angeles,1,0
Autodaq,http://www.autodaq.com,Internet,33000000,closed,USA,CA,SF Bay Area,Menlo Park,1,1
AutoDeal.com.ph,http://www.autodeal.com.ph,Analytics|Automotive|Cars|Direct Sales|E-Commerce|Mobile|Sales and Marketing,600000,operating,PHL,D9,Manila,Makati,1,0
AutoeBid,http://www.autoebid.com,Automotive,234305,operating,GBR,H9,London,London,1,0
Autogeneration Marketing,http://www.auotgeneration.com,Automotive,20000,operating,CAN,AB,Calgary,Calgary,1,0
AutoGenomics,http://www.autogenomics.com,Biotechnology,55153254,ipo,USA,CA,San Diego,Vista,5,1
AutoGraph,http://autograph.me,Analytics|Content Discovery|Internet of Things|Mobile,7400000,operating,USA,WA,Seattle,Seattle,2,1
Autogrid,http://www.auto-grid.com,Analytics|Big Data|Energy|Services,21750000,operating,USA,CA,SF Bay Area,Redwood City,2,1
Autology World,http://www.autology.org,Education,1585972,operating,GBR,E9,Daresbury,Daresbury,2,0
Automated Insights,http://www.automatedinsights.com,Analytics|Artificial Intelligence|Automotive|Big Data|Business Intelligence,10800000,acquired,USA,NC,Raleigh,Durham,3,1
Automated Trading Desk,http://www.atdesk.com,Finance,60000000,operating,USA,SC,"Charleston, South Carolina",Mount Pleasant,1,1
Automatic,http://automatic.com,Automotive|Cars|Manufacturing,24000000,operating,USA,CA,SF Bay Area,San Francisco,1,1
Automation Alley,http://www.automationalley.com,Manufacturing,5075000,operating,USA,MI,Detroit,Troy,2,1
Automation Engineering,http://www.aeiboston.com/,Home Automation,1150000,operating,USA,MA,Boston,Wilmington,1,0
AutoMedx,http://automedx.biz,Biotechnology,150000,operating,USA,TX,Dallas,Flower Mound,1,0
Automile,https://www.automile.com,Automotive|Cars|Consumer Electronics|Developer APIs,5350000,operating,USA,CA,SF Bay Area,San Francisco,2,1
Automizy,https://www.automizy.com/,Lead Generation,200000,operating,USA,NY,New York City,New York,1,0
Autoniq,http://www.autoniq.com,Automotive,250000,operating,USA,VA,VA - Other,Purcellville,1,0
Autonomic Networks,http://www.autonomic-networks.com,Network Security|Security,34500000,closed,USA,CA,SF Bay Area,Mountain View,3,1
Autonomic Technologies,http://www.ati-spg.com,Health Care,136200000,operating,USA,CA,SF Bay Area,San Francisco,5,1
Autonomous Marine Systems,http://www.automarinesys.com/,Defense|Sensors,105000,operating,USA,VA,"Washington, D.C.",Arlington,2,0
Autopilot,http://www.autopilot.io,Automotive|Limousines|Public Transportation|Real Time|SEO,10200000,closed,USA,NC,Charlotte,Charlotte,2,1
Autoquake,http://www.autoquake.com,Automotive|Cars|E-Commerce|Insurance|Internet|Retail|Services,53615099,acquired,GBR,H9,London,London,7,1
AutoRealty,http://www.autorealty.com,Software,300000,operating,USA,TX,Dallas,Hurst,1,0
AutoRef.com,http://autoref.com,Auto|Automotive|Cars|Curated Web,875000,closed,USA,CA,Los Angeles,Santa Monica,2,0
AutoShag,http://www.autoshag.com/,E-Commerce,50000,operating,USA,RI,Providence,Providence,1,0
Autotask,http://www.autotask.com,Software,6000000,acquired,USA,NY,"Albany, New York",East Greenbush,1,1
Autotelic,http://www.autotelicinc.com,Therapeutics,150000,operating,USA,CA,Los Angeles,City Of Industry,1,0
Autotether,http://autotether.com,Manufacturing,505000,operating,USA,CT,Hartford,East Hartford,1,0
AutoVirt,http://www.autovirt.com,Flash Storage|Software,23800000,closed,USA,NH,"Manchester, New Hampshire",Nashua,7,1
"AutoWeb, Inc.",http://www.autoweb.com,Advertising|Automotive,2500000,acquired,USA,FL,Miami,Miami,1,0
Auvik Networks Inc.,https://www.auvik.com,Cloud Computing|Enterprise Software|IT Management|Networking|SaaS,6000000,operating,CAN,ON,Toronto,Waterloo,1,1
Auvitek International,http://www.auvitek.com,Semiconductors,9000000,closed,USA,TX,Dallas,Plano,1,1
Auxilium Pharmaceuticals,http://auxilium.com,Biotechnology|Health Care|Innovation Management|Market Research,43000000,acquired,USA,CT,CT - Other,Centerbrook,1,1
"Progyny, Inc.",https://www.progyny.com/,Health Care,78349551,operating,USA,CA,SF Bay Area,Menlo Park,5,1
AV Homes,http://avhomesinc.com,Property Management|Real Estate|Real Estate Investors,135000000,closed,USA,AZ,Phoenix,Scottsdale,1,1
Conversica,http://www.conversica.com,Sales Automation,19000000,operating,USA,CA,SF Bay Area,Foster City,2,1
Avaak,http://www.avaak.com,Electronics|Mobile,17000000,acquired,USA,CA,San Diego,San Diego,2,1
Avaamo,http://www.avaamo.com,Messaging|Mobile|Mobile Enterprise,6300000,operating,USA,CA,SF Bay Area,Los Altos,1,1
